id,ror_display,acronym,alias,label,country_name,created,last_modified
https://ror.org/04hp42s89,Institute of International Relations,"no_lang_code: IIPE, IIR, UMV",,en: Institute of International Relations; cs: Ústav Mezinárodních Vztahů,Czechia,11/14/2018,8/21/2024
https://ror.org/04rgg2p32,University of Business in Prague,no_lang_code: VSO,,en: University of Business in Prague; cs: Vysoká škola obchodní v Praze,Czechia,11/14/2018,8/21/2024
https://ror.org/035k4m812,S. M. Kirov Military Medical Academy,,"en: Kirov Military Medical Academy, Kirov Military Medical Academy of the Russian Defense Ministry, Military-Medical Academy. CM. Kirov, S. M. Kirov Military Medical Academy of the Russian Defense Ministry",en: S. M. Kirov Military Medical Academy,Russia,11/14/2018,8/21/2024
https://ror.org/01y9bpm73,University of Göttingen,no_lang_code: GAU,,de: Georg-August-Universität Göttingen; en: University of Göttingen,Germany,11/14/2018,8/21/2024
https://ror.org/00r1edq15,Universität Greifswald,,en: University of Greifswald,"de: Ernst-Moritz-Arndt-Universität Greifswald, Universität Greifswald",Germany,11/14/2018,8/21/2024
https://ror.org/03r0ha626,University of Utah,no_lang_code: UU,en: University of Deseret,es: Universidad de Utah; en: University of Utah,United States,11/14/2018,8/21/2024
https://ror.org/01n6r0e97,Leibniz Association,no_lang_code: LG,de: Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz,en: Leibniz Association; de: Leibniz-Gemeinschaft,Germany,11/14/2018,8/21/2024
https://ror.org/01z05qp51,NamesforLife (United States),,,no_lang_code: NamesforLife (United States),United States,11/14/2018,8/21/2024
https://ror.org/021a2zz52,Hong Kong Chu Hai College,,"en: Chu Hai College, Chu Hai College of Higher Education, Chu Hai University in Guangzhou; zh: 珠海學院",en: Hong Kong Chu Hai College; zh: 香港珠海學院,Hong Kong,11/14/2018,8/21/2024
https://ror.org/021ft0n22,Universitätsmedizin Göttingen,no_lang_code: UMG,,en: University Medical Center Göttingen; de: Universitätsmedizin Göttingen,Germany,11/14/2018,8/21/2024
https://ror.org/00wmhkr98,City College of New York,no_lang_code: CCNY,"en: City College, City College of the City University of New York",en: City College of New York,United States,11/14/2018,8/21/2024
https://ror.org/04z557486,Arizona Western College,no_lang_code: AWC,,en: Arizona Western College,United States,11/14/2018,8/21/2024
https://ror.org/005p9kw61,New Mexico Institute of Mining and Technology,"no_lang_code: NMIMT, NMT","en: New Mexico School of Mines, New Mexico Tech",en: New Mexico Institute of Mining and Technology; fr: École des mines du nouveau-mexique,United States,11/14/2018,8/21/2024
https://ror.org/051kejp81,Brooklyn Public Library,no_lang_code: BPL,,en: Brooklyn Public Library,United States,11/14/2018,8/21/2024
https://ror.org/05dk0ce17,Washington State University,no_lang_code: WSU,,es: Universidad Estatal de Washington; fr: Université d'État de washington; en: Washington State University,United States,11/14/2018,8/21/2024
https://ror.org/040f08y74,"St George's, University of London",en: SGUL,"en: St George's Hospital Medical School, St George's University of London","en: St George's, University of London",United Kingdom,11/14/2018,8/21/2024
https://ror.org/02y5f7327,Taunton & Somerset NHS Foundation Trust,,,en: Taunton & Somerset NHS Foundation Trust,United Kingdom,11/14/2018,8/21/2024
https://ror.org/03p8zav06,Wellington Community Hospital,,,en: Wellington Community Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/00fxxw604,Ministry of Culture,no_lang_code: MKČR,cs: Ministerstvo Kultury České Republiky,en: Ministry of Culture,Czechia,11/14/2018,8/21/2024
https://ror.org/03xbe6k03,Wuhan General Hospital of Guangzhou,,,en: Wuhan General Hospital of Guangzhou; zh: 中国人民解放军广州军区武汉总医院,China,11/14/2018,8/21/2024
https://ror.org/05cwhxn91,Williton Community Hospital,,,en: Williton Community Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/05fs6jp91,University of New Mexico,no_lang_code: UNM,en: Universitatis Novus Mexico,es: Universidad de Nuevo México; en: University of New Mexico; fr: Université du Nouveau-Mexique,United States,11/14/2018,8/21/2024
https://ror.org/0333vk137,Minehead Community Hospital,,,en: Minehead Community Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/0502afh35,Abt Global (United States),,en: Abt Associates,"en: Abt Global, Abt Global (United States)",United States,11/14/2018,8/21/2024
https://ror.org/02z5nhe81,National Oceanic and Atmospheric Administration,no_lang_code: NOAA,"en: National Oceanic & Atmospheric Administration, National Oceanographic and Atmospheric Administration, U.S. DOC National Oceanic and Atmospheric Administration, U.S. Department of Commerce Oceanic and Atmospheric Administration, U.S. Department of Commerce. National Oceanic and Atmospheric Administration, U.S. Dept. of Commerce National Oceanic and Atmospheric Administration, U.S. National Oceanic & Atmospheric Administration, U.S. National Oceanic and Atmospheric Administration, U.S. National Oceanographic Atmospheric Administration, U.S. National Oceanographic and Atmospheric Administration, U.S. Oceanic and Atmospheric Administration, United States Department of Commerce National Oceanic and Atmospheric Administration, United States Department of Commerce Oceanic and Atmospheric Administration, United States Dept. of Commerce National Oceanic and Atmospheric Administration, United States National Oceanic & Atmospheric Administration, United States National Oceanic and Atmospheric Administration, United States National Oceanographic Atmospheric Administration, United States National Oceanographic and Atmospheric Administration, United States Oceanic and Atmospheric Administration",es: Administración Nacional Oceánica y Atmosférica; en: National Oceanic and Atmospheric Administration,United States,11/14/2018,8/21/2024
https://ror.org/04nxkaq16,Università degli studi di Cassino e del Lazio Meridionale,,en: University of Cassino,en: University of Cassino and Southern Lazio; it: Università degli Studi di Cassino e del Lazio Meridionale; fr: Université de cassino,Italy,11/14/2018,8/21/2024
https://ror.org/042twtr12,Centers for Disease Control and Prevention,no_lang_code: CDC,,en: Centers for Disease Control and Prevention; fr: Centres pour le contrôle et la prévention des maladies; es: Centros para el Control y Prevención de Enfermedades,United States,11/14/2018,8/21/2024
https://ror.org/046ak2485,Freie Universität Berlin,no_lang_code: FU,de: FU Berlin; en: Free University of Berlin,de: Freie Universität Berlin,Germany,11/14/2018,8/21/2024
https://ror.org/04raf6v53,Colorado School of Mines,no_lang_code: CSM,,en: Colorado School of Mines,United States,11/14/2018,8/21/2024
https://ror.org/04qvpkd07,Harris (United States),,en: Harris Corporation,"en: Harris, Harris (United States)",United States,11/14/2018,8/21/2024
https://ror.org/02e1c4h55,Secretariat of Public Education,no_lang_code: SEP,,en: Secretariat of Public Education; es: Secretaría de Educación Pública,Mexico,11/14/2018,8/21/2024
https://ror.org/00davry38,Tecnológico Nacional de México,no_lang_code: TecNM,,en: National Technological Institute of Mexico; es: Tecnológico Nacional de México,Mexico,11/14/2018,8/21/2024
https://ror.org/03mj14b52,Peuplements végétaux et bioagresseurs en milieu tropical,"fr: PVBMT, UMR PVBMT",fr: UMR Peuplements végétaux et bioagresseurs en milieu tropical,fr: Peuplements végétaux et bioagresseurs en milieu tropical; en: Plant Communities and Biological Invaders in Tropical Environments,Réunion,11/14/2018,8/21/2024
https://ror.org/04w7skc03,University of Denver,,,es: Universidad de Denver; en: University of Denver; fr: Université de denver,United States,11/14/2018,8/21/2024
https://ror.org/03v8tnc06,Institute of High Energy Physics,no_lang_code: IHEP,,en: Institute of High Energy Physics; zh: 中国科学院高能物理研究所,China,11/14/2018,8/21/2024
https://ror.org/009ps8477,North Bohemian Museum in Liberec,,,en: North Bohemian Museum in Liberec; cs: Severočeské muzeum v Liberci,Czechia,11/14/2018,8/21/2024
https://ror.org/02ygzhr13,University of Washington Bothell,,en: UW Bothell,en: University of Washington Bothell,United States,11/14/2018,8/21/2024
https://ror.org/035a68863,United States Geological Survey,no_lang_code: USGS,en: Geological Survey,es: Servicio Geológico de los Estados Unidos; en: United States Geological Survey,United States,11/14/2018,8/21/2024
https://ror.org/02r609884,Bridgwater Community Hospital,,,en: Bridgwater Community Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/03d0p2685,Helmholtz Centre for Infection Research,"no_lang_code: GBF, HZI",en: German Research Centre for Biotechnology; de: Gesellschaft für Biotechnologische Forschung,en: Helmholtz Centre for Infection Research; de: Helmholtz-Zentrum für Infektionsforschung,Germany,11/14/2018,8/21/2024
https://ror.org/01naq7912,Télécom Paris,no_lang_code: ENST,"fr: Télécom ParisTech, École Nationale Supérieure des Télécommunications",fr: Télécom Paris,France,11/14/2018,8/21/2024
https://ror.org/041twcm28,Leonardo (United States),,"en: DRS Technologies, Inc., Diagnostic/Retrieval Systems, Inc; no_lang_code: Finmeccanica North America DRS, Leonardo DRS, Leonardo Finmeccanica",no_lang_code: Leonardo United States,United States,11/14/2018,8/21/2024
https://ror.org/0451s5g67,Colorado Mesa University,no_lang_code: CMU,en: Mesa State College,en: Colorado Mesa University,United States,11/14/2018,8/21/2024
https://ror.org/000nwmh60,L-3 Communications (United States),,,no_lang_code: L-3 Communications (United States),United States,11/14/2018,8/21/2024
https://ror.org/05dvbq272,Yeovil District Hospital,,,en: Yeovil District Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/03dgybn05,Izip (Czechia),,,cs: Elektronická Zdravotní Knížka; no_lang_code: Izip (Czechia),Czechia,11/14/2018,8/21/2024
https://ror.org/02ebcws13,DAF Trucks (Netherlands),,,no_lang_code: DAF Trucks (Netherlands),The Netherlands,11/14/2018,8/21/2024
https://ror.org/05591te55,Ludwig-Maximilians-Universität München,no_lang_code: LMU,"en: Ludwig Maximilian University of Munich, University of Munich; de: Universität München",de: Ludwig-Maximilians-Universität München; en: Ludwig-Maximilians-Universität in Munich,Germany,11/14/2018,8/21/2024
https://ror.org/05hz99a17,"AAU - Ambiances, Architectures, Urbanités",no_lang_code: AAU,"en: Architectural and Urban Ambiances; fr: UMR Ambiances, Architectures, Urbanités","fr: AAU - Ambiances, Architectures, Urbanités",France,11/14/2018,8/21/2024
https://ror.org/04489at23,"City, University of London",,en: City University London,"en: City, University of London",United Kingdom,11/14/2018,8/21/2024
https://ror.org/02wxx3e24,Brandenburg University of Technology Cottbus-Senftenberg,no_lang_code: BTU,en: Brandenburg University of Technology; de: TU Cottbus,"en: Brandenburg University of Technology Cottbus-Senftenberg, Technical University of Cottbus; de: Brandenburgische Technische Universität Cottbus-Senftenberg",Germany,11/14/2018,8/21/2024
https://ror.org/0111dmn28,"Czech Office for Surveying, Mapping and Cadastre",no_lang_code: ČÚZK,,"en: Czech Office for Surveying, Mapping and Cadastre; cs: Český úřad zeměměřický a katastrální",Czechia,11/14/2018,8/21/2024
https://ror.org/04bg06z22,Burnham On Sea War Memorial Hospital,,,en: Burnham On Sea War Memorial Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/01b40r146,Geological Survey of Denmark and Greenland,no_lang_code: GEUS,da: Danmarks og Grønlands Geologiske Undersøgelse,da: De Nationale Geologiske Undersøgelser for Danmark og Grønland; en: Geological Survey of Denmark and Greenland,Denmark,11/14/2018,8/21/2024
https://ror.org/016emmf09,Pan-European University,"no_lang_code: PEUNI, VSPP",en: College of Information Management and Business Administration; cs: Vysoká škola podnikání a práva,"en: Pan-European University; cs: Panevropská univerzita, a.s.",Czechia,11/14/2018,8/21/2024
https://ror.org/00waaqh38,Vietnam National University Ho Chi Minh City,no_lang_code: VNUHCM,"en: Viet Nam National University HCMC, Viet Nam National University Ho Chi Minh City",en: Vietnam National University Ho Chi Minh City; vi: Đại học Quốc gia Thành phố Hồ Chí Minh,Vietnam,11/14/2018,8/21/2024
https://ror.org/00xbw4a70,Instituto Tecnólogico de La Laguna,no_lang_code: ITL,"es: TecNM de La Laguna, Tecnológico Nacional de México de La Laguna",es: Instituto Tecnólogico de La Laguna,Mexico,11/14/2018,8/21/2024
https://ror.org/02hh7en24,University of Colorado Denver,no_lang_code: UCD,,es: Universidad de Colorado en Denver; en: University of Colorado Denver; fr: Université du Colorado à Denver,United States,11/14/2018,8/21/2024
https://ror.org/0078xmk34,University of Montana,no_lang_code: UM,,es: Universidad de Montana; en: University of Montana; fr: Université du montana,United States,11/14/2018,8/21/2024
https://ror.org/00hpz7z43,New Mexico State University,no_lang_code: NMSU,,en: New Mexico State University; es: Universidad Estatal de Nuevo México; fr: Université d'État du nouveau-mexique,United States,11/14/2018,8/21/2024
https://ror.org/052nhnq73,University for Development Studies,,,en: University for Development Studies,Ghana,11/14/2018,8/21/2024
https://ror.org/05p43t846,NGimat (United States),,,no_lang_code: NGimat (United States),United States,11/14/2018,8/21/2024
https://ror.org/00ee9xb13,Fafo Foundation,,"en: Fafo, Fafo Research Foundation; no: Forskningsstiftelsen Fafo",en: Fafo Foundation,Norway,11/14/2018,8/21/2024
https://ror.org/02e3zdp86,Boise State University,no_lang_code: BSU,,en: Boise State University; es: Universidad Estatal de Boise; fr: Université d'État de boise,United States,11/14/2018,8/21/2024
https://ror.org/05angxc35,Daimler (United States),,"no_lang_code: Daimler-Benz, DaimlerChrysler",no_lang_code: Daimler (United States),United States,11/14/2018,8/21/2024
https://ror.org/02xz6bf62,Czech Geological Survey,no_lang_code: CGS,,cs: Česká geologická služba,Czechia,11/14/2018,8/21/2024
https://ror.org/001w7jn25,Charité - Universitätsmedizin Berlin,,en: Charité,de: Charité - Universitätsmedizin Berlin,Germany,11/14/2018,8/21/2024
https://ror.org/00q580v32,Reactive Innovations (United States),,,no_lang_code: Reactive Innovations (United States),United States,11/14/2018,8/21/2024
https://ror.org/01z3j1770,Crewkerne Community Hospital,,,en: Crewkerne Community Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/016vzmc05,Nippon Steel (Japan),,no_lang_code: Shinnittetsu Sumikin Kabushiki-gaisha,"no_lang_code: Nippon Steel, Nippon Steel (Japan)",Japan,11/14/2018,8/21/2024
https://ror.org/044xay220,Koje College,,no_lang_code: Geoje University,no_lang_code: Koje College; ko: 거제대학,South Korea,11/14/2018,8/21/2024
https://ror.org/053kjm920,Centro Universitário Católica de Quixadá,no_lang_code: FCRS,pt: Faculdade Católica Rainha do Sertão; es: UniCatólica,pt: Centro Universitário Católica de Quixadá,Brazil,11/14/2018,8/21/2024
https://ror.org/0162z8b04,Idaho State University,no_lang_code: ISU,,en: Idaho State University; es: Universidad Estatal de Idaho; fr: Université d'État d'idaho,United States,11/14/2018,8/21/2024
https://ror.org/01apday90,Nippon Steel (Germany),,"no_lang_code: Nippon Steel and Sumitomo Metal (Germany), Shinnittetsu Sumikin Kabushiki-gaisha",no_lang_code: Nippon Steel (Germany),Germany,11/14/2018,8/21/2024
https://ror.org/025vp2923,Institut Mines-Télécom,no_lang_code: IMT,fr: Groupe des Ecoles des Télécommunications,"fr: Institut Mines-Télécom, Institut Télécom",France,11/14/2018,8/21/2024
https://ror.org/03v4gjf40,Technische Universität Berlin,no_lang_code: TUB,"en: Berlin Institute of Technology, Technical University of Berlin; de: TU Berlin",de: Technische Universität Berlin,Germany,11/14/2018,8/21/2024
https://ror.org/01v1jam04,Ludwig Boltzmann Gesellschaft,no_lang_code: LBG,,de: Ludwig Boltzmann Gesellschaft,Austria,11/14/2018,8/21/2024
https://ror.org/00v16df20,Austrian Institute for Health Technology Assessment GmbH,en: AIHTA; no_lang_code: LBI-HTA,"en: Austrian Institute for Health Technology Assessment, Ludwig Boltzmann Institute for Health Technology Assessment",en: Austrian Institute for Health Technology Assessment GmbH,Austria,11/14/2018,8/21/2024
https://ror.org/03efmqc40,Arizona State University,no_lang_code: ASU,,en: Arizona State University; es: Universidad Estatal de Arizona; fr: Université d'État de l'Arizona,United States,11/14/2018,8/21/2024
https://ror.org/0272j5188,Northern Arizona University,no_lang_code: NAU,en: Arizona State College of Flagstaff,en: Northern Arizona University,United States,11/14/2018,8/21/2024
https://ror.org/00rs6vg23,The Ohio State University,no_lang_code: OSU,,en: The Ohio State University; es: Universidad Estatal de Ohio; fr: Université d'État de l'Ohio,United States,11/14/2018,8/21/2024
https://ror.org/05yhca997,Continental (United States),,,no_lang_code: Continental (United States),United States,11/14/2018,8/21/2024
https://ror.org/01xkakk17,HES-SO University of Applied Sciences and Arts Western Switzerland,no_lang_code: HES-SO,de: Fachhochschule Westschweiz; fr: Haute École Spécialisée de Suisse Occidentale; en: University of Applied Sciences and Arts Western Switzerland,fr: HES-SO Haute école spécialisée de Suisse occidentale; en: HES-SO University of Applied Sciences and Arts Western Switzerland,Switzerland,11/14/2018,8/21/2024
https://ror.org/05n8t2628,University of Washington Tacoma,,no_lang_code: UW Tacoma,en: University of Washington Tacoma,United States,11/14/2018,8/21/2024
https://ror.org/032h87485,Office of Education,,,en: Office of Education,United States,11/14/2018,8/21/2024
https://ror.org/00ty2a548,Idaho National Laboratory,no_lang_code: INL,"en: Office of Nuclear Energy Idaho National Laboratory, United States Department of Energy Office of Nuclear Energy Idaho National Laboratory",en: Idaho National Laboratory; fr: Laboratoire national de l'idaho; es: Laboratorio Nacional de Idaho,United States,11/14/2018,8/21/2024
https://ror.org/00cvxb145,University of Washington,no_lang_code: UW,,es: Universidad de Washington; en: University of Washington; fr: Université de Washington,United States,11/14/2018,8/21/2024
https://ror.org/04hhxc122,State Research Institute for Material Protection (Czechia),no_lang_code: SVÚOM,"cs: SVÚOM s.r.o., Státní výzkumný ústav ochrany materiálu",no_lang_code: State Research Institute for Material Protection (Czechia),Czechia,11/14/2018,8/21/2024
https://ror.org/0524sp257,University of Bristol,,,cy: Prifysgol Bryste; en: University of Bristol,United Kingdom,11/14/2018,8/21/2024
https://ror.org/03efxn362,Universidad Veracruzana,,en: Veracruzana University,es: Universidad Veracruzana; en: University of Veracruz,Mexico,11/14/2018,8/21/2024
https://ror.org/04hc84p76,Daimler (Japan),,"no_lang_code: Daimler-Benz, DaimlerChrysler",no_lang_code: Daimler (Japan),Japan,11/14/2018,8/21/2024
https://ror.org/02hdxw977,Paccar (United States),,,no_lang_code: Paccar (United States),United States,11/14/2018,8/21/2024
https://ror.org/00jmfr291,University of Michigan–Ann Arbor,no_lang_code: UM,en: UMich,"en: University of Michigan, University of Michigan–Ann Arbor; fr: Université du Michigan",United States,11/14/2018,8/21/2024
https://ror.org/03gnr7b55,Nantes Université,,en: University of Nantes; fr: Université de Nantes,fr: Nantes Université,France,11/14/2018,8/21/2024
https://ror.org/04e3sqx89,Frome Community Hospital,,,en: Frome Community Hospital,United Kingdom,11/14/2018,8/21/2024
https://ror.org/00n6tv709,Guidedwave (United States),,"en: FBS, FBS, Inc. d.b.a. Guidedwave; no_lang_code: Feature Based Systems Inc.","en: FBS, Inc., Guidedwave, Guidedwave (United States)",United States,11/14/2018,8/21/2024
https://ror.org/03ypykr22,Universidad ORT Uruguay,,,es: Universidad ORT Uruguay,Uruguay,11/14/2018,8/21/2024
https://ror.org/04z73qb28,Brooklyn Philharmonic,no_lang_code: BSO,en: Brooklyn Philharmonic Symphony Orchestra,en: Brooklyn Philharmonic,United States,11/14/2018,8/21/2024
https://ror.org/01485tq96,University of Wyoming,no_lang_code: UW,,es: Universidad de Wyoming; en: University of Wyoming; fr: Université du wyoming,United States,11/14/2018,8/21/2024
https://ror.org/03bp0k446,Prague College of Psychosocial Studies,no_lang_code: PVSPS; cs: PVŠPS,cs: Pražská vysoká škola psychosociálních studií,"en: Prague College of Psychosocial Studies; cs: Pražská vysoká škola psychosociálních studií, s.r.o.",Czechia,11/14/2018,8/21/2024
https://ror.org/05ykp4255,Epson (United States),,no_lang_code: Seiko Epson Corporation,no_lang_code: Epson (United States),United States,11/14/2018,8/21/2024
https://ror.org/04nnvgw25,Europeum,,en: EUROPEUM Institute for European Policy; cs: Institut pro evropskou politiku EUROPEUM,no_lang_code: Europeum,Czechia,11/14/2018,8/21/2024
https://ror.org/04zxf4256,General Tire (United States),,"en: GenCorp, GenCorp, Inc., General Tire & Rubber Company, General Tire and Rubber Company, The General Tire & Rubber Company","en: General Tire, General Tire (United States)",United States,11/14/2018,8/21/2024
https://ror.org/04d087g06,Association of Engineering Technology,no_lang_code: SST,en: Association of Manufacturers and Suppliers of Engineering Technique,en: Association of Engineering Technology; cs: Svaz strojírenské technologie,Czechia,11/14/2018,8/21/2024
https://ror.org/038483r84,Eni (Italy),,no_lang_code: Ente Nazionale Idrocarburi,no_lang_code: Eni (Italy),Italy,11/14/2018,8/21/2024
https://ror.org/05fhwtx59,L3Harris (United States),,,no_lang_code: L3Harris (United States),United States,11/14/2018,8/21/2024
https://ror.org/04beeeh24,Saybrook University,,,en: Saybrook University,United States,11/14/2018,8/21/2024
https://ror.org/043ae9h44,Regis University,,,en: Regis University; es: Universidad Régis,United States,11/14/2018,8/21/2024
https://ror.org/00cb23x68,Kwame Nkrumah University of Science and Technology,no_lang_code: KNUST,,en: Kwame Nkrumah University of Science and Technology,Ghana,11/14/2018,8/21/2024
https://ror.org/00pd74e08,University of Münster,no_lang_code: UM,"de: Universitaet Muenster, Westfälische Wilhelms-Universität Münster; en: University of Muenster",en: University of Münster; de: Universität Münster,Germany,11/14/2018,8/21/2024
https://ror.org/01bc41c65,Dětský domov a Mateřská škola Beroun,,,cs: Dětský domov a Mateřská škola Beroun,Czechia,11/14/2018,8/21/2024
https://ror.org/00f2yqf98,Medizinische Hochschule Hannover,no_lang_code: MHH,de: Med. HS Hannover,en: Hannover Medical School; de: Medizinische Hochschule Hannover,Germany,11/14/2018,8/21/2024
https://ror.org/054ys4h04,Cobham (United Kingdom),no_lang_code: FRL,no_lang_code: Flight Refuelling Limited,no_lang_code: Cobham (United Kingdom),United Kingdom,11/14/2018,8/21/2024
https://ror.org/005ypkf75,University of Reunion Island,,,en: University of Reunion Island; fr: Université de La Réunion,Réunion,11/14/2018,8/21/2024
https://ror.org/0470vke61,Leonardo (Italy),,no_lang_code: Finmeccanica (Italy),no_lang_code: Leonardo (Italy),Italy,11/14/2018,8/21/2024
https://ror.org/02ggwpx62,National Center for Emerging and Zoonotic Infectious Diseases,no_lang_code: NCEZID,,en: National Center for Emerging and Zoonotic Infectious Diseases,United States,11/14/2018,8/21/2024
https://ror.org/03xvvtc63,Center for Brooklyn History,no_lang_code: BHS; en: CBH,en: Brooklyn Historical Society,en: Center for Brooklyn History,United States,11/14/2018,8/21/2024
